time,n
0.0013949871063232422,1000
0.002649068832397461,2000
0.0039000511169433594,3000
0.005383491516113281,4000
0.006058216094970703,5000
0.006936311721801758,6000
0.0077800750732421875,7000
0.008042335510253906,8000
0.009110212326049805,9000
0.010029792785644531,10000
0.009180784225463867,11000
0.008008480072021484,12000
0.008252620697021484,13000
0.008918046951293945,14000
0.009932994842529297,15000
0.012160062789916992,16000
0.012890100479125977,17000
0.013123035430908203,18000
0.016541004180908203,19000
0.01456761360168457,20000
0.015341043472290039,21000
0.013028860092163086,22000
0.011302471160888672,23000
0.011509418487548828,24000
0.011840343475341797,25000
0.01248025894165039,26000
0.0126495361328125,27000
0.013124942779541016,28000
0.013590335845947266,29000
0.013299226760864258,30000
0.015761852264404297,31000
0.02059030532836914,32000
0.023949861526489258,33000
0.023880958557128906,34000
0.02382826805114746,35000
0.021988391876220703,36000
0.02136516571044922,37000
0.022014379501342773,38000
0.020865440368652344,39000
0.020618438720703125,40000
0.020203590393066406,41000
0.020616531372070312,42000
0.02357625961303711,43000
0.021234989166259766,44000
0.02190423011779785,45000
0.027045249938964844,46000
0.04174661636352539,47000
0.041131019592285156,48000
0.028837919235229492,49000
0.02733778953552246,50000
0.02699756622314453,51000
0.02640509605407715,52000
0.02764439582824707,53000
0.027372121810913086,54000
0.027463197708129883,55000
0.027593135833740234,56000
0.028543710708618164,57000
0.03093695640563965,58000
0.03824281692504883,59000
0.03796076774597168,60000
0.0331425666809082,61000
0.030795574188232422,62000
0.03277707099914551,63000
0.04536271095275879,64000
0.045171260833740234,65000
0.03718304634094238,66000
0.034659624099731445,67000
0.034780025482177734,68000
0.03388500213623047,69000
0.04266524314880371,70000
0.05561184883117676,71000
0.04056549072265625,72000
0.03657221794128418,73000
0.03618907928466797,74000
0.0365750789642334,75000
0.03703784942626953,76000
0.03765535354614258,77000
0.038228750228881836,78000
0.038561105728149414,79000
0.038837432861328125,80000
0.03939962387084961,81000
0.03990936279296875,82000
0.0403447151184082,83000
0.041034698486328125,84000
0.07258892059326172,85000
0.05517768859863281,86000
0.04460763931274414,87000
0.04423880577087402,88000
0.0441281795501709,89000
0.044042348861694336,90000
0.042906999588012695,91000
0.0433964729309082,92000
0.04365849494934082,93000
0.04391908645629883,94000
0.04471135139465332,95000
0.045762062072753906,96000
0.06571483612060547,97000
0.06650924682617188,98000
0.0469975471496582,99000
0.048470497131347656,100000
0.05937671661376953,101000
0.0596156120300293,102000
0.05955672264099121,103000
0.06128287315368652,104000
0.07421493530273438,105000
0.0652012825012207,106000
0.06350350379943848,107000
0.05529451370239258,108000
0.055544137954711914,109000
0.05185341835021973,110000
0.048872947692871094,111000
0.04808521270751953,112000
0.06289505958557129,113000
0.07147359848022461,114000
0.07627105712890625,115000
0.0656590461730957,116000
0.05840778350830078,117000
0.05913043022155762,118000
16.551464557647705,119000
-16.433946132659912,120000
0.06130099296569824,121000
0.06254434585571289,122000
0.05737137794494629,123000
0.05498695373535156,124000
0.054733991622924805,125000
0.05532693862915039,126000
0.05607128143310547,127000
0.06024169921875,128000
0.0598149299621582,129000
0.05987977981567383,130000
0.05570030212402344,131000
0.055483341217041016,132000
0.05701947212219238,133000
0.05888080596923828,134000
0.0638723373413086,135000
0.06534981727600098,136000
0.06362390518188477,137000
0.05997610092163086,138000
0.05983233451843262,139000
0.06517434120178223,140000
0.07114052772521973,141000
0.07534241676330566,142000
0.07513666152954102,143000
0.09425687789916992,144000
0.1168050765991211,145000
0.1076803207397461,146000
0.08012080192565918,147000
0.07145047187805176,148000
0.07052159309387207,149000
0.07076692581176758,150000
0.1013948917388916,151000
0.11625289916992188,152000
0.10713076591491699,153000
0.10079169273376465,154000
0.08442211151123047,155000
0.07864499092102051,156000
0.07748150825500488,157000
0.07829022407531738,158000
0.07970809936523438,159000
0.0797119140625,160000
0.07939600944519043,161000
0.08047652244567871,162000
0.07396769523620605,163000
0.07584023475646973,164000
0.07646298408508301,165000
0.07693147659301758,166000
0.07623481750488281,167000
0.09005498886108398,168000
0.15079116821289062,169000
0.15810823440551758,170000
0.1556398868560791,171000
0.14584684371948242,172000
0.1272425651550293,173000
0.0820465087890625,174000
0.08192133903503418,175000
0.08244919776916504,176000
0.08437061309814453,177000
0.08413982391357422,178000
0.08081579208374023,179000
0.07996416091918945,180000
16.573270797729492,181000
-16.40713667869568,182000
0.08721709251403809,183000
0.08960700035095215,184000
0.11188244819641113,185000
0.07939553260803223,186000
0.0807342529296875,187000
0.08200454711914062,188000
0.07872390747070312,189000
0.07926249504089355,190000
0.07979702949523926,191000
0.08074808120727539,192000
0.08105874061584473,193000
0.08153772354125977,194000
0.08196187019348145,195000
0.12561702728271484,196000
0.0832066535949707,197000
0.08201169967651367,198000
0.08404254913330078,199000
0.08436155319213867,200000
0.08194684982299805,201000
0.08243846893310547,202000
0.08280706405639648,203000
0.08338379859924316,204000
0.08405423164367676,205000
0.08408856391906738,206000
0.08451294898986816,207000
0.0852971076965332,208000
0.08538365364074707,209000
0.08543968200683594,210000
0.08617401123046875,211000
0.0879058837890625,212000
0.0873255729675293,213000
0.08741044998168945,214000
0.08780980110168457,215000
0.08837628364562988,216000
0.08858871459960938,217000
0.08890128135681152,218000
0.08950543403625488,219000
0.08975386619567871,220000
0.09025883674621582,221000
0.0905919075012207,222000
0.09163355827331543,223000
0.08888626098632812,224000
0.09125638008117676,225000
0.09242892265319824,226000
0.09204697608947754,227000
0.09348368644714355,228000
0.0931396484375,229000
0.0936589241027832,230000
0.10546636581420898,231000
0.15435099601745605,232000
0.10311698913574219,233000
0.09978032112121582,234000
0.101104736328125,235000
0.09525227546691895,236000
0.1126859188079834,237000
0.14363861083984375,238000
0.12799572944641113,239000
0.1034548282623291,240000
0.09990048408508301,241000
0.09882688522338867,242000
0.09752798080444336,243000
0.09953451156616211,244000
0.10002255439758301,245000
0.1014564037322998,246000
0.10063862800598145,247000
0.09999275207519531,248000
0.10129857063293457,249000
0.10161852836608887,250000
0.10562443733215332,251000
0.10298705101013184,252000
0.10287714004516602,253000
0.1033935546875,254000
0.10386347770690918,255000
0.1042928695678711,256000
0.10462522506713867,257000
0.17373132705688477,258000
0.14444804191589355,259000
0.14736700057983398,260000
0.11299991607666016,261000
0.10683536529541016,262000
0.10709977149963379,263000
0.10784387588500977,264000
0.10797882080078125,265000
0.10851120948791504,266000
0.10899662971496582,267000
0.11256241798400879,268000
0.11051630973815918,269000
0.11081743240356445,270000
0.11001276969909668,271000
0.11047053337097168,272000
0.11097931861877441,273000
0.10923266410827637,274000
0.10927438735961914,275000
0.11126327514648438,276000
0.11477208137512207,277000
0.1141517162322998,278000
0.11061739921569824,279000
0.11821913719177246,280000
0.11467409133911133,281000
0.12142348289489746,282000
0.1224052906036377,283000
0.1157679557800293,284000
0.11601591110229492,285000
0.12005829811096191,286000
0.11823487281799316,287000
0.11714386940002441,288000
0.11773347854614258,289000
0.11803603172302246,290000
0.14974522590637207,291000
0.1190178394317627,292000
0.11948704719543457,293000
0.12278962135314941,294000
0.12194705009460449,295000
0.12170195579528809,296000
0.12183856964111328,297000
0.17154216766357422,298000
0.14127683639526367,299000
0.12230062484741211,300000
0.1228184700012207,301000
0.1628122329711914,302000
0.12239480018615723,303000
0.12358546257019043,304000
0.12319350242614746,305000
0.12284278869628906,306000
0.12292695045471191,307000
0.1785902976989746,308000
0.12604069709777832,309000
0.12607169151306152,310000
0.12282848358154297,311000
0.12387895584106445,312000
0.12522077560424805,313000
0.12555336952209473,314000
0.12769484519958496,315000
0.1650407314300537,316000
0.12957978248596191,317000
0.13073015213012695,318000
0.13164019584655762,319000
0.13283181190490723,320000
0.12804889678955078,321000
0.14075994491577148,322000
0.13242602348327637,323000
0.13272786140441895,324000
0.1382296085357666,325000
0.1334822177886963,326000
0.13311266899108887,327000
0.1327509880065918,328000
0.13353443145751953,329000
0.13370156288146973,330000
0.1347212791442871,331000
0.13448166847229004,332000
0.13500380516052246,333000
0.1366109848022461,334000
0.1359853744506836,335000
0.1390700340270996,336000
0.13748550415039062,337000
0.13918328285217285,338000
0.1384439468383789,339000
0.13854360580444336,340000
0.13833999633789062,341000
0.13847112655639648,342000
0.13928961753845215,343000
0.1399092674255371,344000
0.14002060890197754,345000
0.1430342197418213,346000
0.14252233505249023,347000
0.140641450881958,348000
0.19304776191711426,349000
0.1424410343170166,350000
0.1717991828918457,351000
0.15833401679992676,352000
0.14401817321777344,353000
0.1875159740447998,354000
0.1543443202972412,355000
0.18194293975830078,356000
0.15578579902648926,357000
0.23031139373779297,358000
0.16289019584655762,359000
0.1484212875366211,360000
0.1470789909362793,361000
0.15785551071166992,362000
0.1968841552734375,363000
0.18985748291015625,364000
0.14802885055541992,365000
0.18832802772521973,366000
0.1492021083831787,367000
0.14947295188903809,368000
0.18089866638183594,369000
0.17197775840759277,370000
0.1687450408935547,371000
0.1501142978668213,372000
0.15209627151489258,373000
0.15236687660217285,374000
0.15323996543884277,375000
0.15349483489990234,376000
0.15418767929077148,377000
0.15360522270202637,378000
0.15460944175720215,379000
0.15506410598754883,380000
0.15546274185180664,381000
0.15803027153015137,382000
0.20321321487426758,383000
0.16297578811645508,384000
0.15801405906677246,385000
0.17765498161315918,386000
0.17660260200500488,387000
0.23991680145263672,388000
0.20856428146362305,389000
0.15779352188110352,390000
0.15904021263122559,391000
0.15960335731506348,392000
0.15988898277282715,393000
0.20624041557312012,394000
0.1678462028503418,395000
0.16126441955566406,396000
0.1625840663909912,397000
0.1622459888458252,398000
0.16229581832885742,399000
0.16272377967834473,400000
0.16408252716064453,401000
0.16361117362976074,402000
0.16508698463439941,403000
0.16731977462768555,404000
0.1651151180267334,405000
0.1654212474822998,406000
0.16692352294921875,407000
0.16625380516052246,408000
0.16692280769348145,409000
0.1674511432647705,410000
0.16979551315307617,411000
0.16753244400024414,412000
0.1685941219329834,413000
0.1682908535003662,414000
0.17351961135864258,415000
0.21781682968139648,416000
0.17101097106933594,417000
0.176361083984375,418000
0.17326736450195312,419000
0.17130327224731445,420000
0.17161989212036133,421000
0.1720139980316162,422000
0.17252826690673828,423000
0.1735825538635254,424000
0.18125057220458984,425000
0.1733243465423584,426000
0.17404580116271973,427000
0.17412662506103516,428000
0.21968603134155273,429000
0.17577052116394043,430000
0.17585134506225586,431000
0.1757218837738037,432000
0.19248437881469727,433000
0.1852126121520996,434000
0.1886749267578125,435000
0.17775821685791016,436000
0.18384075164794922,437000
0.17804455757141113,438000
0.17894315719604492,439000
0.1830432415008545,440000
0.22673439979553223,441000
0.18020057678222656,442000
0.23444342613220215,443000
0.18877744674682617,444000
0.1817317008972168,445000
0.18297123908996582,446000
0.18194007873535156,447000
0.18303871154785156,448000
0.18309545516967773,449000
0.1834578514099121,450000
0.18579435348510742,451000
0.18405842781066895,452000
0.1866624355316162,453000
0.18555259704589844,454000
0.23003935813903809,455000
0.20583796501159668,456000
0.20566797256469727,457000
0.18677282333374023,458000
0.18711471557617188,459000
0.18732404708862305,460000
